pricePerNight,nbChambres,city,zipCode,nbSallesDeBain,Date,piscine,url,id
,,,,1,30/06/2020,False,https://www.airbnb.fr/rooms/13820702?location=Lourmarin&checkin=&check_out=2020-07-07&previous_page_section_name=1000&federated_search_id=811eb42e-9d13-4edd-9e54-e0093fa03d52,13820702
,,,,1,30/06/2020,False,https://www.airbnb.fr/rooms/8637888?location=Lourmarin&checkin=&check_out=2020-07-07&previous_page_section_name=1000&federated_search_id=811eb42e-9d13-4edd-9e54-e0093fa03d52,8637888
,,,,1,30/06/2020,False,https://www.airbnb.fr/rooms/21484350?location=Lourmarin&checkin=&check_out=2020-07-07&previous_page_section_name=1000&federated_search_id=811eb42e-9d13-4edd-9e54-e0093fa03d52,21484350
,2,,,5,30/06/2020,False,https://www.airbnb.fr/rooms/27738496?location=Lourmarin&checkin=&check_out=2020-07-07&previous_page_section_name=1000&federated_search_id=811eb42e-9d13-4edd-9e54-e0093fa03d52,27738496
,,,,1,30/06/2020,False,https://www.airbnb.fr/rooms/21341849?location=Lourmarin&checkin=&check_out=2020-07-07&previous_page_section_name=1000&federated_search_id=811eb42e-9d13-4edd-9e54-e0093fa03d52,21341849
,4,,,4,30/06/2020,False,https://www.airbnb.fr/rooms/16814554?location=Lourmarin&checkin=&check_out=2020-07-07&previous_page_section_name=1000&federated_search_id=811eb42e-9d13-4edd-9e54-e0093fa03d52,16814554
,,,,1,30/06/2020,False,https://www.airbnb.fr/rooms/18373293?location=Lourmarin&checkin=&check_out=2020-07-07&previous_page_section_name=1000&federated_search_id=811eb42e-9d13-4edd-9e54-e0093fa03d52,18373293
,3,,,,30/06/2020,False,https://www.airbnb.fr/rooms/42503481?location=Lourmarin&checkin=&check_out=2020-07-07&previous_page_section_name=1000&federated_search_id=811eb42e-9d13-4edd-9e54-e0093fa03d52,42503481
,2,,,,30/06/2020,False,https://www.airbnb.fr/rooms/42501252?location=Lourmarin&checkin=&check_out=2020-07-07&previous_page_section_name=1000&federated_search_id=811eb42e-9d13-4edd-9e54-e0093fa03d52,42501252
,,,,1,30/06/2020,False,https://www.airbnb.fr/rooms/9178610?location=Lourmarin&checkin=&check_out=2020-07-07&previous_page_section_name=1000&federated_search_id=811eb42e-9d13-4edd-9e54-e0093fa03d52,9178610
,3,,,,30/06/2020,False,https://www.airbnb.fr/rooms/34161214?location=Lourmarin&checkin=&check_out=2020-07-07&previous_page_section_name=1000&federated_search_id=811eb42e-9d13-4edd-9e54-e0093fa03d52,34161214
,3,,,,30/06/2020,False,https://www.airbnb.fr/rooms/28331876?location=Lourmarin&checkin=&check_out=2020-07-07&previous_page_section_name=1000&federated_search_id=811eb42e-9d13-4edd-9e54-e0093fa03d52,28331876
,,,,1,30/06/2020,False,https://www.airbnb.fr/rooms/13027816?location=Lourmarin&checkin=&check_out=2020-07-07&previous_page_section_name=1000&federated_search_id=811eb42e-9d13-4edd-9e54-e0093fa03d52,13027816
,3,,,,30/06/2020,False,https://www.airbnb.fr/rooms/28331876?location=Lourmarin&checkin=&check_out=2020-07-07&previous_page_section_name=1000&federated_search_id=95cb44b9-716b-47d1-a9f4-10ed7482f973,28331876
,2,,,,30/06/2020,False,https://www.airbnb.fr/rooms/11980961?location=Lourmarin&checkin=&check_out=2020-07-07&previous_page_section_name=1000&federated_search_id=95cb44b9-716b-47d1-a9f4-10ed7482f973,11980961
,3,,,,30/06/2020,False,https://www.airbnb.fr/rooms/26293629?location=Lourmarin&checkin=&check_out=2020-07-07&previous_page_section_name=1000&federated_search_id=95cb44b9-716b-47d1-a9f4-10ed7482f973,26293629
,,,,1,30/06/2020,False,https://www.airbnb.fr/rooms/16762303?location=Lourmarin&checkin=&check_out=2020-07-07&previous_page_section_name=1000&federated_search_id=95cb44b9-716b-47d1-a9f4-10ed7482f973,16762303
,,,,1,30/06/2020,False,https://www.airbnb.fr/rooms/13227757?location=Lourmarin&checkin=&check_out=2020-07-07&previous_page_section_name=1000&federated_search_id=95cb44b9-716b-47d1-a9f4-10ed7482f973,13227757
,,,,1,30/06/2020,False,https://www.airbnb.fr/rooms/20347255?location=Lourmarin&checkin=&check_out=2020-07-07&previous_page_section_name=1000&federated_search_id=95cb44b9-716b-47d1-a9f4-10ed7482f973,20347255
,3,,,1,30/06/2020,False,https://www.airbnb.fr/rooms/29357746?location=Lourmarin&checkin=&check_out=2020-07-07&previous_page_section_name=1000&federated_search_id=95cb44b9-716b-47d1-a9f4-10ed7482f973,29357746
,4,,,,30/06/2020,False,https://www.airbnb.fr/rooms/24237217?location=Lourmarin&checkin=&check_out=2020-07-07&previous_page_section_name=1000&federated_search_id=95cb44b9-716b-47d1-a9f4-10ed7482f973,24237217
,2,,,1,30/06/2020,False,https://www.airbnb.fr/rooms/24463096?location=Lourmarin&checkin=&check_out=2020-07-07&previous_page_section_name=1000&federated_search_id=95cb44b9-716b-47d1-a9f4-10ed7482f973,24463096
,3,,,5,30/06/2020,False,https://www.airbnb.fr/rooms/10479401?location=Lourmarin&checkin=&check_out=2020-07-07&previous_page_section_name=1000&federated_search_id=95cb44b9-716b-47d1-a9f4-10ed7482f973,10479401
,,,,1,30/06/2020,False,https://www.airbnb.fr/rooms/18603305?location=Lourmarin&checkin=&check_out=2020-07-07&previous_page_section_name=1000&federated_search_id=95cb44b9-716b-47d1-a9f4-10ed7482f973,18603305
